id_geral,id_ato,id_dodf,tipo_rel,id_rel,anotador_rel,tipo_ent,id_ent,anotador_ent,texto,estado_ent,x_tsne,y_tsne,x_umap,y_umap
35178288201411521075,35_178.28.8.2014R115,35_178.28.8.2014,Ato_Nomeacao_Comissionado,R115,lygia_paloma,cargo_comissionado,21075,lygia_paloma,Assistente,nao_confirmado,-27.344439,2.2772965,-29.22934913635254,6.378418922424316
35178288201411521076,35_178.28.8.2014R115,35_178.28.8.2014,Ato_Nomeacao_Comissionado,R115,lygia_paloma,Ato_Nomeacao_Comissionado,21076,lygia_paloma,"NOMEAR WILLIAM DE SOUZA JOTA para exercer o Cargo em Comissao, Simbolo DFA-08, 
de Assistente, da Gerencia Regional de Condominios da Administracao Regional da Ceilandia, 
da Coordenadoria das Cidades, da Casa Civil, da Governadoria do Distrito Federal.",nao_confirmado,8.9045925,-1.046336,-30.37238311767578,9.82767391204834
35178288201411612045,35_178.28.8.2014R116,35_178.28.8.2014,Ato_Nomeacao_Comissionado,R116,lygia_paloma,nome,12045,DODFMiner, ROSA GUIMARAES MARQUES DE CASTRO,nao_confirmado,-4.1897597,3.304144,-30.813396453857422,7.202399253845215
35178288201411612046,35_178.28.8.2014R116,35_178.28.8.2014,Ato_Nomeacao_Comissionado,R116,lygia_paloma,simbolo,12046,DODFMiner,DFA-10,nao_confirmado,-28.56255,-12.071341,-32.29496765136719,8.927041053771973
35178288201411612047,35_178.28.8.2014R116,35_178.28.8.2014,Ato_Nomeacao_Comissionado,R116,lygia_paloma,cargo_comissionado,12047,DODFMiner, Assessor Tecnico,nao_confirmado,27.106415,-5.682582,-30.626930236816406,15.284735679626465
35178288201411612048,35_178.28.8.2014R116,35_178.28.8.2014,Ato_Nomeacao_Comissionado,R116,lygia_paloma,hierarquia_lotacao,12048,DODFMiner,Unidade de Assuntos Institucionais,nao_confirmado,-3.5266547,3.0260015,-29.288347244262695,6.677582263946533
35178288201411612049,35_178.28.8.2014R116,35_178.28.8.2014,Ato_Nomeacao_Comissionado,R116,lygia_paloma,orgao,12049,DODFMiner,"Vice-
-Governadoria do Distrito Federal",nao_confirmado,19.187223,15.469222,-37.068729400634766,11.405668258666992
35178288201411621077,35_178.28.8.2014R116,35_178.28.8.2014,Ato_Nomeacao_Comissionado,R116,lygia_paloma,Ato_Nomeacao_Comissionado,21077,lygia_paloma,"NOMEAR ROSA GUIMARAES MARQUES DE CASTRO para exercer o Cargo em Comis-
sao, Simbolo DFA-10, de Assessor Tecnico, da Unidade de Assuntos Institucionais, da Vice-
-Governadoria do Distrito Federal",nao_confirmado,-3.843269,3.108683,-32.25653839111328,9.695188522338867
35178288201411712050,35_178.28.8.2014R117,35_178.28.8.2014,Ato_Nomeacao_Comissionado,R117,lygia_paloma,nome,12050,DODFMiner, JACQUELINE DA CUNHA FRANCA,nao_confirmado,-7.414326,15.62371,-29.10375213623047,7.0290632247924805
35178288201411712051,35_178.28.8.2014R117,35_178.28.8.2014,Ato_Nomeacao_Comissionado,R117,lygia_paloma,simbolo,12051,DODFMiner,CNE-06,nao_confirmado,11.630834,10.328787,-35.52337646484375,9.313997268676758
35178288201411712053,35_178.28.8.2014R117,35_178.28.8.2014,Ato_Nomeacao_Comissionado,R117,lygia_paloma,hierarquia_lotacao,12053,DODFMiner,"Coordenacao de Politicas em Saude Ambiental, da 
Subsecretaria de Saude Ambiental",nao_confirmado,13.935949,6.7968254,-32.693790435791016,10.590575218200684
35178288201411712054,35_178.28.8.2014R117,35_178.28.8.2014,Ato_Nomeacao_Comissionado,R117,lygia_paloma,orgao,12054,DODFMiner,"Secretaria de Estado de Meio Ambiente e dos Recursos 
Hidricos do Distrito Federal",nao_confirmado,25.55579,12.921595,-37.18483352661133,10.752638816833496
35178288201411721059,35_178.28.8.2014R117,35_178.28.8.2014,Ato_Nomeacao_Comissionado,R117,lygia_paloma,cargo_comissionado,21059,lygia_paloma,Coordenador,nao_confirmado,-32.250927,-5.619584,-30.6292781829834,6.504072189331055
35178288201411721078,35_178.28.8.2014R117,35_178.28.8.2014,Ato_Nomeacao_Comissionado,R117,lygia_paloma,Ato_Nomeacao_Comissionado,21078,lygia_paloma,"NOMEAR JACQUELINE DA CUNHA FRANCA para exercer o Cargo de Natureza Especial, 
Simbolo CNE-06, de Coordenador, da Coordenacao de Politicas em Saude Ambiental, da 
Subsecretaria de Saude Ambiental, da Secretaria de Estado de Meio Ambiente e dos Recursos 
Hidricos do Distrito Federal.",nao_confirmado,13.658759,7.437084,-34.75109100341797,9.901185989379883
35178288201434421060,35_178.28.8.2014R344,35_178.28.8.2014,Ato_Nomeacao_Comissionado,R344,lygia_paloma,simbolo,21060,lygia_paloma,DFA-14,nao_confirmado,-30.146948,-2.0264118,-34.04634094238281,10.471250534057617
35178288201434412055,35_178.28.8.2014R344,35_178.28.8.2014,Ato_Nomeacao_Comissionado,R344,lygia_paloma,nome,12055,DODFMiner, VANDA LUCILIA TOLEDO FAGUNDES,nao_confirmado,2.6309476,1.9904788,-31.09778594970703,3.696277379989624
35178288201434422096,35_178.28.8.2014R344,35_178.28.8.2014,Ato_Nomeacao_Comissionado,R344,lygia_paloma,hierarquia_lotacao,22096,lygia_paloma,Assessoria,nao_confirmado,4.6612997,1.654653,-30.677013397216797,8.400452613830566
35178288201434422097,35_178.28.8.2014R344,35_178.28.8.2014,Ato_Nomeacao_Comissionado,R344,lygia_paloma,cargo_comissionado,22097,lygia_paloma,Assessor,nao_confirmado,27.669373,-6.431844,-30.44004249572754,15.274698257446289
35178288201434422098,35_178.28.8.2014R344,35_178.28.8.2014,Ato_Nomeacao_Comissionado,R344,lygia_paloma,orgao,22098,lygia_paloma,"Secretaria de Estado de Desenvolvimento Social 
e Transferencia de Renda do Distrito Federal",nao_confirmado,21.195696,7.6802487,-36.38091278076172,10.7706880569458
35178288201434422099,35_178.28.8.2014R344,35_178.28.8.2014,Ato_Nomeacao_Comissionado,R344,lygia_paloma,Ato_Nomeacao_Comissionado,22099,lygia_paloma,"NOMEAR VANDA LUCILIA TOLEDO FAGUNDES para exercer o Cargo em Comissao, Sim-
bolo DFA-14, de Assessor, da Assessoria, da Secretaria de Estado de Desenvolvimento Social 
e Transferencia de Renda do Distrito Federal.",nao_confirmado,2.8192594,1.8837689,-35.288673400878906,10.520413398742676
35178288201411921064,35_178.28.8.2014R119,35_178.28.8.2014,Ato_Nomeacao_Comissionado,R119,lygia_paloma,simbolo,21064,lygia_paloma,DFA-10,nao_confirmado,-28.56255,-12.071341,-32.41316604614258,8.602417945861816
35178288201411912056,35_178.28.8.2014R119,35_178.28.8.2014,Ato_Nomeacao_Comissionado,R119,lygia_paloma,nome,12056,DODFMiner, LUNILSON LEMOS,nao_confirmado,-21.290525,13.900335,-30.118885040283203,4.278421401977539
35178288201411912058,35_178.28.8.2014R119,35_178.28.8.2014,Ato_Nomeacao_Comissionado,R119,lygia_paloma,cargo_comissionado,12058,DODFMiner," Agente 
Operacional",nao_confirmado,20.695831,-7.4792533,-30.995765686035156,14.624431610107422
35178288201411912059,35_178.28.8.2014R119,35_178.28.8.2014,Ato_Nomeacao_Comissionado,R119,lygia_paloma,hierarquia_lotacao,12059,DODFMiner,"Diretoria de Operacoes e Defesa do Solo e da Agua Norte, da Subsecretaria de 
Defesa do Solo e da Agua",nao_confirmado,11.490874,-7.939324,-31.235063552856445,11.009122848510742
35178288201411912060,35_178.28.8.2014R119,35_178.28.8.2014,Ato_Nomeacao_Comissionado,R119,lygia_paloma,orgao,12060,DODFMiner,Secretaria de Estado da Ordem Publica e Social do Distrito Federal,nao_confirmado,23.115513,8.250888,-34.7702522277832,12.173929214477539
35178288201411921081,35_178.28.8.2014R119,35_178.28.8.2014,Ato_Nomeacao_Comissionado,R119,lygia_paloma,Ato_Nomeacao_Comissionado,21081,lygia_paloma,"NOMEAR LUNILSON LEMOS para exercer o Cargo em Comissao, Simbolo DFA-10, de Agente 
Operacional, da Diretoria de Operacoes e Defesa do Solo e da Agua Norte, da Subsecretaria de 
Defesa do Solo e da Agua, da Secretaria de Estado da Ordem Publica e Social do Distrito Federal.",nao_confirmado,11.542058,-7.932654,-33.01420593261719,10.4400634765625
35178288201434521068,35_178.28.8.2014R345,35_178.28.8.2014,Ato_Nomeacao_Comissionado,R345,lygia_paloma,simbolo,21068,lygia_paloma,CNE-01,nao_confirmado,-19.774656,-16.532984,-31.177629470825195,7.602323532104492
35178288201434521070,35_178.28.8.2014R345,35_178.28.8.2014,Ato_Nomeacao_Comissionado,R345,lygia_paloma,orgao,21070,lygia_paloma,Policia Militar do Distrito Federal,nao_confirmado,19.403208,5.7753053,-25.853553771972656,17.5297908782959
35178288201434521067,35_178.28.8.2014R345,35_178.28.8.2014,Ato_Nomeacao_Comissionado,R345,lygia_paloma,matricula,21067,lygia_paloma,50.018-6,nao_confirmado,-20.189825,-12.032414,-28.268007278442383,6.565891742706299
35178288201434521069,35_178.28.8.2014R345,35_178.28.8.2014,Ato_Nomeacao_Comissionado,R345,lygia_paloma,cargo_comissionado,21069,lygia_paloma,Subcomandante-Geral,nao_confirmado,-20.212336,-10.096457,-32.04076385498047,5.465091705322266
35178288201434512064,35_178.28.8.2014R345,35_178.28.8.2014,Ato_Nomeacao_Comissionado,R345,lygia_paloma,hierarquia_lotacao,12064,DODFMiner,"Subco-
mando Geral",nao_confirmado,5.8049626,-4.5140657,-30.71497917175293,11.900671005249023
35178288201434522100,35_178.28.8.2014R345,35_178.28.8.2014,Ato_Nomeacao_Comissionado,R345,lygia_paloma,cargo_efetivo,22100,lygia_paloma,CEL QOPM,nao_confirmado,-2.1541984,7.704038,-30.89704704284668,9.587416648864746
35178288201434522101,35_178.28.8.2014R345,35_178.28.8.2014,Ato_Nomeacao_Comissionado,R345,lygia_paloma,nome,22101,lygia_paloma,FRANCISCO CARLOS DA SILVA NINO,nao_confirmado,-3.0157285,8.216688,-31.237585067749023,8.978522300720215
35178288201434522102,35_178.28.8.2014R345,35_178.28.8.2014,Ato_Nomeacao_Comissionado,R345,lygia_paloma,Ato_Nomeacao_Comissionado,22102,lygia_paloma,"NOMEAR o CEL QOPM FRANCISCO CARLOS DA SILVA NINO, matricula 50.018-6, para 
exercer o Cargo de Natureza Especial, Simbolo CNE-01, de Subcomandante-Geral, do Subco-
mando Geral, da Policia Militar do Distrito Federal.",nao_confirmado,8.072255,-6.291763,-30.582780838012695,9.442400932312012
35178288201434312069,35_178.28.8.2014R343,35_178.28.8.2014,Ato_Nomeacao_Comissionado,R343,lygia_paloma,orgao,12069,DODFMiner,Governadoria do Distrito Federal,nao_confirmado,18.063826,8.451599,-34.18620681762695,11.121333122253418
35178288201434321073,35_178.28.8.2014R343,35_178.28.8.2014,Ato_Nomeacao_Comissionado,R343,lygia_paloma,Ato_Nomeacao_Comissionado,21073,lygia_paloma,"NOMEAR ADRIANA VIANA DA SILVA para exercer o Cargo em Comissao, Simbolo DFA-08, 
de Assistente, do Nucleo de Orcamento e Financas, da Gerencia de Administracao, da Diretoria 
de Administracao Geral, da Administracao Regional do Gama, da Coordenadoria das Cidades, 
da Casa Civil, da Governadoria do Distrito Federal",nao_confirmado,8.051543,-1.2591689,-30.578994750976562,10.074472427368164
35178288201434313417,35_178.28.8.2014R343,35_178.28.8.2014,Ato_Nomeacao_Comissionado,R343,lygia_paloma,nome,13417,DODFMiner, ADRIANA VIANA DA SILVA,nao_confirmado,-6.503669,8.3949375,-30.693227767944336,9.37950325012207
35178288201434313418,35_178.28.8.2014R343,35_178.28.8.2014,Ato_Nomeacao_Comissionado,R343,lygia_paloma,simbolo,13418,DODFMiner,DFA-08,nao_confirmado,-13.457983,-20.467081,-29.96401596069336,7.9297285079956055
35178288201434313419,35_178.28.8.2014R343,35_178.28.8.2014,Ato_Nomeacao_Comissionado,R343,lygia_paloma,cargo_comissionado,13419,DODFMiner, Assistente,nao_confirmado,-27.344439,2.2772965,-28.514219284057617,6.650712490081787
35178288201434313420,35_178.28.8.2014R343,35_178.28.8.2014,Ato_Nomeacao_Comissionado,R343,lygia_paloma,hierarquia_lotacao,13420,DODFMiner,"Nucleo de Orcamento e Financas, da Gerencia de Administracao, da Diretoria 
de Administracao Geral, da Administracao Regional do Gama, da Coordenadoria das Cidades, 
da Casa Civil",nao_confirmado,8.162098,-1.225762,-30.123798370361328,10.791934967041016
35178288201419317163,35_178.28.8.2014R193,35_178.28.8.2014,Ato_Exoneracao_Comissionado,R193,luiz_carlos,Ato_Exoneracao_Comissionado,17163,ian_ferreira,"EXONERAR, a pedido, APARECIDO DONIZETTI OLIVEIRA, matricula 261363-8, do Cargo 
em Comissao, Simbolo DFA-14, de Assessor, da Assessoria, da Coordenadoria de Assuntos 
Juridicos, da Casa Civil, da Governadoria do Distrito Federal.",nao_confirmado,5.376765,0.4373881,-32.62773132324219,10.580781936645508
35178288201419316582,35_178.28.8.2014R193,35_178.28.8.2014,Ato_Exoneracao_Comissionado,R193,luiz_carlos,a_pedido_ou_nao,16582,DODFMiner,a pedido,nao_confirmado,-4.6819663,-23.176739,-33.201560974121094,11.111364364624023
35178288201419316578,35_178.28.8.2014R193,35_178.28.8.2014,Ato_Exoneracao_Comissionado,R193,luiz_carlos,nome,16578,DODFMiner, APARECIDO DONIZETTI OLIVEIRA,nao_confirmado,-10.818885,3.9822173,-31.187698364257812,9.154830932617188
35178288201419316579,35_178.28.8.2014R193,35_178.28.8.2014,Ato_Exoneracao_Comissionado,R193,luiz_carlos,matricula,16579,DODFMiner,261363-8,nao_confirmado,-9.116437,-10.919773,-30.22513771057129,4.458804607391357
35178288201419317511,35_178.28.8.2014R193,35_178.28.8.2014,Ato_Exoneracao_Comissionado,R193,luiz_carlos,simbolo,17511,DODFMiner,DFA-14,nao_confirmado,-30.147219,-2.0258455,-33.88737106323242,10.43168830871582
35178288201419316545,35_178.28.8.2014R193,35_178.28.8.2014,Ato_Exoneracao_Comissionado,R193,luiz_carlos,cargo_comissionado,16545,DODFMiner, Assessor,nao_confirmado,27.669373,-6.431844,-30.799715042114258,15.16293716430664
35178288201419316887,35_178.28.8.2014R193,35_178.28.8.2014,Ato_Exoneracao_Comissionado,R193,luiz_carlos,hierarquia_lotacao,16887,ian_ferreira,"Assessoria, da Coordenadoria de Assuntos 
Juridicos",nao_confirmado,5.619663,0.8295506,-30.949499130249023,9.371784210205078
35178288201419316888,35_178.28.8.2014R193,35_178.28.8.2014,Ato_Exoneracao_Comissionado,R193,luiz_carlos,orgao,16888,ian_ferreira,"Casa Civil, da Governadoria do Distrito Federal",nao_confirmado,16.951956,7.925866,-34.61810302734375,11.265719413757324
35178288201419417070,35_178.28.8.2014R194,35_178.28.8.2014,Ato_Exoneracao_Comissionado,R194,luiz_carlos,orgao,17070,ian_ferreira,"Casa Civil, da Governadoria do Distrito Federal",nao_confirmado,16.951857,7.9259057,-34.779415130615234,11.259492874145508
35178288201419416552,35_178.28.8.2014R194,35_178.28.8.2014,Ato_Exoneracao_Comissionado,R194,luiz_carlos,orgao,16552,DODFMiner,Governadoria do Distrito Federal,nao_confirmado,18.063852,8.451629,-34.05659484863281,11.400949478149414
35178288201419417164,35_178.28.8.2014R194,35_178.28.8.2014,Ato_Exoneracao_Comissionado,R194,luiz_carlos,Ato_Exoneracao_Comissionado,17164,ian_ferreira,"EXONERAR RAIMUNDO JOSE BARROSO DOS SANTOS, Tecnico em Politicas Publicas 
e Gestao Governamental, matricula 81.417-2, do Cargo em Comissao, Simbolo DFA-05, de 
Encarregado, do Gabinete, da Administracao Regional do Nucleo Bandeirante, da Coordenadoria 
das Cidades, da Casa Civil, da Governadoria do Distrito Federal.",nao_confirmado,6.9549093,-0.45443162,-31.41387367248535,10.120341300964355
35178288201419416583,35_178.28.8.2014R194,35_178.28.8.2014,Ato_Exoneracao_Comissionado,R194,luiz_carlos,nome,16583,DODFMiner, RAIMUNDO JOSE BARROSO DOS SANTOS,nao_confirmado,-11.279452,11.642291,-31.56807518005371,8.75117015838623
35178288201419416965,35_178.28.8.2014R194,35_178.28.8.2014,Ato_Exoneracao_Comissionado,R194,luiz_carlos,matricula,16965,ian_ferreira,81.417-2,nao_confirmado,-7.2372537,-1.883212,-29.92633056640625,4.160766124725342
35178288201419416551,35_178.28.8.2014R194,35_178.28.8.2014,Ato_Exoneracao_Comissionado,R194,luiz_carlos,simbolo,16551,DODFMiner,DFA-05,nao_confirmado,-12.421316,-24.437378,-32.21812438964844,12.879013061523438
35178288201419417040,35_178.28.8.2014R194,35_178.28.8.2014,Ato_Exoneracao_Comissionado,R194,luiz_carlos,cargo_comissionado,17040,ian_ferreira,Encarregado,nao_confirmado,-28.540936,4.809564,-28.72405242919922,6.385758876800537
35178288201419417069,35_178.28.8.2014R194,35_178.28.8.2014,Ato_Exoneracao_Comissionado,R194,luiz_carlos,hierarquia_lotacao,17069,ian_ferreira,"Gabinete, da Administracao Regional do Nucleo Bandeirante, da Coordenadoria 
das Cidades",nao_confirmado,8.043479,-0.4049794,-29.98322105407715,10.469250679016113
35178288201419517078,35_178.28.8.2014R195,35_178.28.8.2014,Ato_Exoneracao_Comissionado,R195,luiz_carlos,orgao,17078,ian_ferreira,"Casa Civil, da Governadoria do Distrito Federal",nao_confirmado,16.95148,7.9256616,-34.83953857421875,11.215361595153809
35178288201419516553,35_178.28.8.2014R195,35_178.28.8.2014,Ato_Exoneracao_Comissionado,R195,luiz_carlos,simbolo,16553,DODFMiner,DFA-08,nao_confirmado,-13.458034,-20.467384,-29.698118209838867,8.216961860656738
35178288201419516554,35_178.28.8.2014R195,35_178.28.8.2014,Ato_Exoneracao_Comissionado,R195,luiz_carlos,cargo_comissionado,16554,DODFMiner, Assistente,nao_confirmado,-27.344439,2.2772965,-29.102588653564453,6.235623836517334
35178288201419517165,35_178.28.8.2014R195,35_178.28.8.2014,Ato_Exoneracao_Comissionado,R195,luiz_carlos,Ato_Exoneracao_Comissionado,17165,ian_ferreira,"EXONERAR LEONARDO JUNIOR MENEZES PEREIRA do Cargo em Comissao, Simbolo 
DFA-08, de Assistente, da Gerencia Regional de Condominios da Administracao Regional da 
Ceilandia, da Coordenadoria das Cidades, da Casa Civil, da Governadoria do Distrito Federal.",nao_confirmado,8.959479,-1.0355563,-29.689687728881836,9.51367473602295
35178288201419516584,35_178.28.8.2014R195,35_178.28.8.2014,Ato_Exoneracao_Comissionado,R195,luiz_carlos,nome,16584,DODFMiner, LEONARDO JUNIOR MENEZES PEREIRA,nao_confirmado,-14.385638,8.129703,-29.7049560546875,8.169838905334473
35178288201419517068,35_178.28.8.2014R195,35_178.28.8.2014,Ato_Exoneracao_Comissionado,R195,luiz_carlos,hierarquia_lotacao,17068,ian_ferreira,"Gerencia Regional de Condominios da Administracao Regional da 
Ceilandia, da Coordenadoria das Cidades",nao_confirmado,9.191369,-0.7952949,-28.88784408569336,10.376527786254883
35178288201419916604,35_178.28.8.2014R199,35_178.28.8.2014,Ato_Exoneracao_Comissionado,R199,luiz_carlos,a_pedido_ou_nao,16604,DODFMiner,a pedido,nao_confirmado,-4.6819654,-23.176521,-33.232940673828125,11.266949653625488
35178288201419916569,35_178.28.8.2014R199,35_178.28.8.2014,Ato_Exoneracao_Comissionado,R199,luiz_carlos,simbolo,16569,DODFMiner,DFA-10,nao_confirmado,-28.56255,-12.071341,-32.244991302490234,9.096978187561035
35178288201419917169,35_178.28.8.2014R199,35_178.28.8.2014,Ato_Exoneracao_Comissionado,R199,luiz_carlos,Ato_Exoneracao_Comissionado,17169,ian_ferreira,"EXONERAR, a pedido, TC QOPM GUTEMBERG PARREIRA LIMA, matricula PMDF 50.256-
1, do Cargo em Comissao, Simbolo DFA-10, de Agente Operacional, da Diretoria de Operacoes 
e Defesa do Solo e da Agua Norte, da Subsecretaria de Defesa do Solo e da Agua, da Secretaria 
de Estado da Ordem Publica e Social do Distrito Federal, a contar de 27 de agosto de 2014.",nao_confirmado,11.5469885,-7.9208946,-33.042572021484375,10.481026649475098
35178288201419916603,35_178.28.8.2014R199,35_178.28.8.2014,Ato_Exoneracao_Comissionado,R199,luiz_carlos,nome,16603,DODFMiner, TC QOPM GUTEMBERG PARREIRA LIMA,nao_confirmado,-6.4901743,1.739468,-31.60662078857422,7.817205905914307
35178288201419916964,35_178.28.8.2014R199,35_178.28.8.2014,Ato_Exoneracao_Comissionado,R199,luiz_carlos,matricula,16964,ian_ferreira,"50.256-
1",nao_confirmado,-7.6224036,-2.658627,-29.59221649169922,5.3882222175598145
35178288201419917003,35_178.28.8.2014R199,35_178.28.8.2014,Ato_Exoneracao_Comissionado,R199,luiz_carlos,cargo_comissionado,17003,ian_ferreira,Agente Operacional,nao_confirmado,20.695831,-7.4792533,-30.837772369384766,14.628545761108398
35178288201419917074,35_178.28.8.2014R199,35_178.28.8.2014,Ato_Exoneracao_Comissionado,R199,luiz_carlos,hierarquia_lotacao,17074,ian_ferreira,"Diretoria de Operacoes 
e Defesa do Solo e da Agua Norte, da Subsecretaria de Defesa do Solo e da Agua",nao_confirmado,11.490874,-7.939324,-31.445449829101562,10.876068115234375
35178288201419917080,35_178.28.8.2014R199,35_178.28.8.2014,Ato_Exoneracao_Comissionado,R199,luiz_carlos,orgao,17080,ian_ferreira,"Secretaria 
de Estado da Ordem Publica e Social do Distrito Federal",nao_confirmado,23.11555,8.250928,-34.818084716796875,12.171293258666992
35178288201419917084,35_178.28.8.2014R199,35_178.28.8.2014,Ato_Exoneracao_Comissionado,R199,luiz_carlos,vigencia,17084,ian_ferreira,27 de agosto de 2014,nao_confirmado,7.1321926,18.383799,-35.64179992675781,5.60455322265625
35178288201420117171,35_178.28.8.2014R201,35_178.28.8.2014,Ato_Exoneracao_Comissionado,R201,luiz_carlos,orgao,17171,ian_ferreira,Policia Militar do Distrito Federal,nao_confirmado,19.403208,5.7753053,-25.72779083251953,17.459938049316406
35178288201420117047,35_178.28.8.2014R201,35_178.28.8.2014,Ato_Exoneracao_Comissionado,R201,luiz_carlos,motivo,17047,ian_ferreira,por estar sendo nomeado para outro cargo,nao_confirmado,9.945502,-11.728853,-31.456737518310547,14.01542854309082
35178288201420116573,35_178.28.8.2014R201,35_178.28.8.2014,Ato_Exoneracao_Comissionado,R201,luiz_carlos,matricula,16573,DODFMiner,50.018-6,nao_confirmado,-20.189825,-12.032414,-27.637920379638672,6.683965682983398
