id_geral,id_dodf_rel,tipo_rel,estado_rel,texto,anotacoes,x_tsne,y_tsne,x_umap,y_umap,x_mds,y_mds
201472172014329933,20_147.21.7.2014R32,Ato_Tornado_Sem_Efeito_Exo_Nom,nao_confirmado,"TORNAR SEM EFEITO no Decreto de 03 de julho de 2014, publicado no DODF no 134, de 
04 de julho de 2014, pagina 64, o ato que exonerou, por estar sendo nomeado para outro cargo, 
BRUNO TEIXEIRA DE LIMA do Cargo em Comissao, Simbolo DFA-10, de Assessor Tecnico, 
do Nucleo de Atendimento Presencial, da Gerencia de Atendimento, da Diretoria de Atendimento 
ao Consumidor, do Instituto de Defesa do Consumidor do Distrito FederalPROCON/DF","['201472172014329934', '201472172014329935', '201472172014329936', '201472172014329937', '201472172014329938', '201472172014329940', '201472172014329933', '201472172014329941', '201472172014329942', '201472172014329943', '201472172014329944', '20147217201432132323']",-1.8050593,-9.661387,-0.39571812748908997,11.372325897216797,0.9011860288187457,-0.8169627366119553
2014721720143971,20_147.21.7.2014R39,Ato_Exoneracao_Comissionado,nao_confirmado,"EXONERAR ELESSANDRA GOMES DE SOUSA do Cargo em Comissao, Simbolo DFA-05, de 
Assistente, do Nucleo de Comando de Reparos, da Gerencia de Execucao de Obras, Conservacao 
e Manutencao, da Diretoria de Obras, da Administracao Regional do Guara, da Coordenadoria 
das Cidades, da Casa Civil, da Governadoria do Distrito Federal.","['2014721720143974', '2014721720143971', '2014721720143972', '2014721720143973', '20147217201439132332', '20147217201439132333']",8.255506,32.811127,-4.429438591003418,5.076131343841553,-3.324903274491593,1.9233580347912342
20147217201444191,20_147.21.7.2014R44,Ato_Exoneracao_Comissionado,nao_confirmado,"EXONERAR o CEL QOPM JOSE JACKSON RECIO TORRES, matricula 00.469-3, do Cargo 
em Comissao, Simbolo DFA-14, de Assessor, da Secretaria Adjunta, da Secretaria de Estado de 
Seguranca Publica do Distrito Federal.","['20147217201444197', '20147217201444196', '20147217201444191', '20147217201444192', '20147217201444193', '20147217201444194', '20147217201444195', '20147217201444198', '20147217201444199']",23.029839,-10.273929,-3.3706259727478027,10.857918739318848,-0.428282912643535,-0.5248489717277327
20147217201446567,20_147.21.7.2014R4,Ato_Nomeacao_Comissionado,nao_confirmado,NOMEAR,"['20147217201446573', '20147217201446568', '20147217201446569', '20147217201446570', '20147217201446567', '20147217201446566', '20147217201446571', '20147217201446572']",31.48874,10.853953,-3.6312437057495117,11.18738079071045,-1.4681123581953697,0.8951721305906716
20147217201446566,20_147.21.7.2014R4,Ato_Nomeacao_Comissionado,nao_confirmado,"NOMEAR SUELEN ALVES DE ABREU, matricula 1.655.193-1, para exercer o Cargo em 
Comissao, Simbolo DFG-12, de Chefe do Nucleo de Protocolo, da Gerencia de Administracao, 
da Diretoria de Administracao Geral, da Administracao Regional do Cruzeiro, da Coordenadoria 
das Cidades, da Casa Civil, da Governadoria do Distrito Federal.","['20147217201446573', '20147217201446568', '20147217201446569', '20147217201446570', '20147217201446567', '20147217201446566', '20147217201446571', '20147217201446572']",4.1244416,21.07504,-3.6641907691955566,7.54677677154541,-3.169217934201459,1.0787206418309203
20147217201456574,20_147.21.7.2014R5,Ato_Nomeacao_Comissionado,nao_confirmado,"NOMEAR MARIA DE LOURDES DA SILVA, matricula 1.655.031-5, para exercer o Cargo em 
Comissao, Simbolo DFG-12, de Chefe do Nucleo de Apoio a Feiras, da Gerencia de Servicos 
Publicos, da Diretoria de Servicos, da Administracao Regional do Cruzeiro, da Coordenadoria 
das Cidades, da Casa Civil, da Governadoria do Distrito Federal.","['20147217201456580', '20147217201456577', '20147217201456575', '20147217201456576', '20147217201456574', '20147217201456578', '20147217201456579']",3.2190409,20.836983,-3.307082414627075,7.081920146942139,-2.602908874100155,1.049825417653068
20147217201466588,20_147.21.7.2014R6,Ato_Nomeacao_Comissionado,nao_confirmado,"NOMEAR TARCILA GADENCIA PINTO NUNES para exercer o Cargo em Comissao, Simbolo 
DFA-05, de Assistente, do Nucleo de Comando de Reparos, da Gerencia de Execucao de Obras, 
Conservacao e Manutencao, da Diretoria de Obras, da Administracao Regional do Guara, da 
Coordenadoria das Cidades, da Casa Civil, da Governadoria do Distrito Federal.","['20147217201466591', '20147217201466593', '20147217201466590', '20147217201466588', '20147217201466589', '20147217201466592']",8.0287695,32.534943,-4.60495138168335,5.148766040802002,-3.0864965739094923,1.84859644121955
20147217201476594,20_147.21.7.2014R7,Ato_Nomeacao_Comissionado,nao_confirmado,"NOMEAR RONIVALDO PEREIRA DE MATOS para exercer o Cargo de Natureza Especial, 
Simbolo CNE-05, de Diretor, da Diretoria de Acompanhamento e Controle, Coordenadoria de 
Assuntos Legislativos, da Secretaria de Estado de Governo do Distrito Federal.","['20147217201476594', '20147217201476595', '20147217201476596', '20147217201476597', '20147217201476598', '20147217201476599', '20147217201476600']",28.978699,21.00186,-4.541995525360107,11.551417350769043,-0.8127589550353926,-2.1387917631839577
20147217201486609,20_147.21.7.2014R8,Ato_Nomeacao_Comissionado,nao_confirmado,"NOMEAR VALERIA ABREU COSTA PINTO DA FONSECA para exercer o Cargo de Natu-
reza Especial, Simbolo CNE-06, de Gerente, da Gerencia de Articulacao com a Base Aliada, da 
Diretoria de Articulacao Legislativa, Coordenadoria de Assuntos Legislativos, da Secretaria de 
Estado de Governo do Distrito Federal.","['20147217201486612', '20147217201486611', '20147217201486609', '20147217201486610', '20147217201486613', '20147217201486614']",30.200203,21.05235,-4.733405590057373,11.136865615844727,-0.4428820031746975,-1.2989595457736822
20147217201496622,20_147.21.7.2014R9,Ato_Nomeacao_Comissionado,nao_confirmado,"NOMEAR THIAGO ALVES FERREIRA RODRIGUES para exercer o Cargo em Comissao, 
Simbolo DFA-14, de Assessor, da Coordenadoria de Assuntos Legislativos, da Secretaria de 
Estado de Governo do Distrito Federal.","['20147217201496625', '20147217201496626', '20147217201496627', '20147217201496624', '20147217201496622', '20147217201496623']",28.942343,19.211845,-4.079451084136963,10.304924964904785,-2.033566614170865,-1.5224912951227039
201472172014106635,20_147.21.7.2014R10,Ato_Nomeacao_Comissionado,nao_confirmado,"NOMEAR BRISA FIALHO RODRIGUES para exercer o Cargo em Comissao, Simbolo DFA-12, 
de Assessor, da Diretoria de Acompanhamento e Controle, da Coordenadoria de Assuntos 
Legislativos, da Secretaria de Estado de Governo do Distrito Federal.","['201472172014106637', '201472172014106638', '201472172014106640', '201472172014106635', '201472172014106636', '201472172014106639']",28.759039,20.095747,-3.949348211288452,10.767847061157227,-1.6083236170752884,-1.074615273358661
201472172014116649,20_147.21.7.2014R11,Ato_Nomeacao_Comissionado,nao_confirmado,"NOMEAR JOHNNY MAYCON DA SILVA BRAGA para exercer o Cargo de Natureza Especial, 
Simbolo CNE-07, de Assessor Especial, da Subsecretaria de Producao de Conteudo, da Secretaria 
de Estado de Comunicacao Social do Distrito Federal.","['201472172014116651', '201472172014116653', '201472172014116649', '201472172014116650', '201472172014116652', '201472172014116654']",18.593414,10.873707,-5.0345635414123535,12.762145042419434,-0.40790804151580373,-2.5903709722418093
2014721720144091,20_147.21.7.2014R40,Ato_Exoneracao_Comissionado,nao_confirmado,"EXONERAR, por estar sendo nomeado para outro cargo, RONIVALDO PEREIRA DE MATOS 
do Cargo de Natureza Especial, Simbolo CNE-06, de Gerente, da Gerencia de Articulacao com 
a Base Aliada, da Diretoria de Articulacao Legislativa, Coordenadoria de Assuntos Legislativos, 
da Secretaria de Estado de Governo do Distrito Federal.","['2014721720144093', '2014721720144098', '2014721720144091', '2014721720144092', '2014721720144094', '2014721720144095', '2014721720144096', '2014721720144097']",29.634968,21.26027,-4.5600199699401855,11.702662467956543,-1.1130873683175353,-2.1727644703573414
201472172014319922,20_147.21.7.2014R31,Ato_Tornado_Sem_Efeito_Exo_Nom,nao_confirmado,"TORNAR SEM EFEITO no Decreto de 03 de julho de 2014, publicado no DODF no 134, de 04 
de julho de 2014, pagina 64, o ato que nomeou BRUNO TEIXEIRA DE LIMA para exercer o 
Cargo em Comissao, Simbolo DFG-12, de Chefe, do Nucleo de Apoio ao Suporte Operacional, 
da Gerencia de Suporte Administrativo, da Diretoria de Apoio Operacional, do Instituto de Defesa 
do Consumidor do Distrito Federal - PROCON/DF","['201472172014319929', '201472172014319930', '201472172014319923', '201472172014319924', '201472172014319925', '201472172014319927', '201472172014319922', '201472172014319926', '201472172014319928', '201472172014319931', '201472172014319932']",-0.8461036,-8.896719,-0.4614315629005432,10.738391876220703,-0.9405197231165707,1.6294980832395343
201472172014339945,20_147.21.7.2014R33,Ato_Tornado_Sem_Efeito_Exo_Nom,nao_confirmado,"TORNAR SEM EFEITO no Decreto de 03 de julho de 2014, publicado no DODF no 134, de 04 
de julho de 2014, pagina 64, o ato que nomeou ELEYDY BOTELHO FIALHO para exercer o 
Cargo em Comissao, Simbolo DFA- 10, de Assessor Tecnico, do Nucleo de Atendimento Pre-
sencial, da Gerencia de Atendimento, da Diretoria de Atendimento ao Consumidor, do Instituto 
de Defesa do Consumidor do Distrito FederalPROCON/DF","['201472172014339946', '201472172014339947', '201472172014339948', '201472172014339950', '201472172014339951', '201472172014339949', '201472172014339953', '201472172014339945', '201472172014339952', '201472172014339954', '201472172014339955']",-1.814355,-9.665696,-0.29666081070899963,10.912483215332031,0.9584298844821889,-0.4584214557649397
2014721720143410039,20_147.21.7.2014R34,Ato_Tornado_Sem_Efeito_Exo_Nom,nao_confirmado,"TORNAR SEM EFEITO no Decreto de 16 de julho de 2014, publicado no DODF no 145, de 17 
de julho de 2014, pagina 39, o ato que nomeou AFRANIO PEREIRA DO NASCIMENTO para 
exercer o Cargo em Comissao, Simbolo DFA-12, de Assessor, da Diretoria de Elaboracao de 
Projetos para a Promocao e Defesa do Meio Ambiente, da Subsecretaria de Desenvolvimento 
Sustentavel, da Secretaria de Estado de Assuntos Estrategicos do Distrito Federal","['2014721720143410046', '2014721720143410047', '2014721720143410040', '2014721720143410039', '2014721720143410041', '2014721720143410042', '2014721720143410043', '2014721720143410044', '2014721720143410045', '2014721720143410049', '2014721720143410050']",-3.0787804,-7.5037127,-0.5765150189399719,11.5805025100708,0.9755743037613449,-1.3489816632102318
20147217201445221,20_147.21.7.2014R45,Ato_Exoneracao_Comissionado,nao_confirmado,"EXONERAR, a pedido, CAMILA NUNES MIRANDA do Cargo em Comissao, Simbolo DFA-
14, de Assessor, do Centro de Atendimento Integrado a Criancas e adolescentes Vitimas de 
Violencia Sexual, da Subsecretaria de Politicas para Crianca, da Secretaria de Estado da Crianca 
do Distrito Federal, a contar de 1o de julho de 2014.","['20147217201445222', '20147217201445226', '20147217201445229', '20147217201445221', '20147217201445223', '20147217201445224', '20147217201445225', '20147217201445230', '20147217201445132334']",8.033121,2.0267935,-1.3186895847320557,11.104307174682617,-0.24086279021411752,-0.9470599553534093
20147217201448264,20_147.21.7.2014R48,Ato_Exoneracao_Comissionado,nao_confirmado,"EXONERAR, a pedido, AREOVALDO JOSE NOGUEIRA FILHO do Cargo de Natureza Es-
pecial, Simbolo CNE-05, de Chefe, da Unidade de Gestao de Fundos, da Secretaria de Estado 
da Crianca do Distrito Federal, a contar de 24 de junho de 2014.","['20147217201448265', '20147217201448269', '20147217201448268', '20147217201448264', '20147217201448266', '20147217201448272', '20147217201448273', '20147217201448132335']",-1.1144484,1.9207994,-2.2365646362304688,11.19202995300293,0.1237982666552061,-0.9003011240061507
20147217201446237,20_147.21.7.2014R46,Ato_Exoneracao_Comissionado,nao_confirmado,"EXONERAR, por estar sendo nomeada para outro cargo, LUCIANA RIBEIRO CAVALCAN-
TE do Cargo em Comissao, Simbolo DFA-10, de Assessor Tecnico, do Centro de Atendimento 
Integrado a Criancas e adolescentes Vitimas de Violencia Sexual, da Subsecretaria de Politicas 
para Crianca, da Secretaria de Estado da Crianca do Distrito Federal.","['20147217201446238', '20147217201446241', '20147217201446237', '20147217201446239', '20147217201446240', '20147217201446242', '20147217201446243', '20147217201446244']",8.18989,2.0811267,-2.3971452713012695,10.893258094787598,-1.1496733396826953,-1.4164689917523705
20147217201447251,20_147.21.7.2014R47,Ato_Exoneracao_Comissionado,nao_confirmado,"EXONERAR, por estar sendo nomeada para outro cargo, JANNAYNA MARTINS SALES do 
Cargo de Natureza Especial, Simbolo CNE-06, de Assessor Especial, do Gabinete, da Secretaria 
de Estado da Crianca do Distrito Federal.","['20147217201447252', '20147217201447254', '20147217201447255', '20147217201447256', '20147217201447257', '20147217201447251', '20147217201447253']",21.353144,9.765463,-4.431921005249023,11.61239242553711,-1.2598298160664316,-3.3643919145355
20147217201449286,20_147.21.7.2014R49,Ato_Exoneracao_Comissionado,nao_confirmado,"EXONERAR ANA LUIZA FREIRE do Cargo em Comissao, Simbolo DFA-14, de Assessor, 
da Coordenacao de Promocao de Investimentos Externos, da Subsecretaria de Investimentos 
Estrategicos e Negocios Internacionais, da Secretaria de Estado de Desenvolvimento Economico 
do Distrito Federal, a contar de 1o de janeiro de 2014.","['20147217201449289', '20147217201449288', '20147217201449286', '20147217201449287', '20147217201449290', '20147217201449291', '20147217201449292']",32.32979,-9.375246,-2.4735653400421143,11.338244438171387,-0.354528459087823,-0.5255444133768968
20147217201450299,20_147.21.7.2014R50,Ato_Exoneracao_Comissionado,nao_confirmado,"EXONERAR, a pedido, GABRIEL GOMES OLIVEIRA do Cargo em Comissao, Simbolo DFA-
12, de Assessor, da Gerencia de Suporte Tecnologico, da Diretoria de Tecnologia da Informacao, 
da Subsecretaria de Administracao Geral, da Secretaria de Estado de Desenvolvimento Economico 
do Distrito Federal, a contar de 03 de abril de 2014.","['20147217201450300', '20147217201450303', '20147217201450307', '20147217201450299', '20147217201450301', '20147217201450302', '20147217201450304', '20147217201450306', '20147217201450308']",11.859535,1.5556589,-2.7935969829559326,10.494257926940918,-2.019209868916769,-0.7949897448502993
20147217201451324,20_147.21.7.2014R51,Ato_Exoneracao_Comissionado,nao_confirmado,"EXONERAR, por estar sendo nomeado para outro cargo, GERALDO MARQUES DA COS-
TA, Carreira Medica (Familia e Comunidade), matricula 1.438.986-X, do Cargo de Natureza 
Especial, Simbolo CNE-06, de Diretor, da Diretoria Regional de Atencao Primaria a Saude, da 
Coordenacao Geral de Saude de Brazlandia, da Subsecretaria de Atencao a Saude, da Secretaria 
de Estado de Saude do Distrito Federal.","['20147217201451331', '20147217201451325', '20147217201451330', '20147217201451328', '20147217201451329', '20147217201451324', '20147217201451326', '20147217201451327', '20147217201451332', '20147217201451333']",5.9523396,-8.30041,-0.1701105684041977,8.275670051574707,0.7767979114263379,-2.808081494768151
201472172014126710,20_147.21.7.2014R12,Ato_Nomeacao_Comissionado,nao_confirmado,"NOMEAR MONICA MARIA DE CARVALHO para exercer o Cargo em Comissao, Simbolo 
DFA-14, de Assessor, da Coordenacao Regional de Ensino do Guara, da Secretaria de Estado 
de Educacao do Distrito Federal.","['201472172014126714', '201472172014126713', '201472172014126710', '201472172014126711', '201472172014126712', '201472172014126715', '201472172014126716']",21.800821,-5.118966,-2.7832579612731934,10.477389335632324,-1.97097890703092,-0.9912448974944789
201472172014136717,20_147.21.7.2014R13,Ato_Nomeacao_Comissionado,nao_confirmado,"NOMEAR CINTIA COSTA DOS REIS para exercer o Cargo em Comissao, Simbolo DFA-14, 
de Assessor, da Coordenacao de Ensino de Santa Maria, da Secretaria de Estado de Educacao 
do Distrito Federal.","['201472172014136720', '201472172014136719', '201472172014136717', '201472172014136718', '201472172014136721', '201472172014136722']",21.820992,-5.090707,-2.240633726119995,10.661742210388184,-1.2831900685768296,-1.273490712529955
201472172014146723,20_147.21.7.2014R14,Ato_Nomeacao_Comissionado,nao_confirmado,"NOMEAR LUCIANA CARDOSO DA SILVA para exercer o Cargo de Natureza Especial, 
Simbolo CNE-07, de Assessor Especial do Gabinete, da Secretaria de Estado da Crianca 
do Distrito Federal.","['201472172014146725', '201472172014146726', '201472172014146728', '201472172014146723', '201472172014146724', '201472172014146727', '201472172014146729', '201472172014146730']",24.119917,9.753073,-5.035243034362793,11.539738655090332,-0.8261376226337132,-3.6655525981517325
201472172014156741,20_147.21.7.2014R15,Ato_Nomeacao_Comissionado,nao_confirmado,"NOMEAR LUCIANA RIBEIRO CAVALCANTE para exercer o Cargo em Comissao, Sim-
bolo DFA-14, de Assessor, do Centro de Atendimento Integrado para Criancas Vitimas de 
Violencia Sexual, da Subsecretaria de Politicas para Crianca, da Secretaria de Estado da 
Crianca do Distrito Federal.","['201472172014156744', '201472172014156743', '201472172014156741', '201472172014156742', '201472172014156745', '201472172014156746']",8.214868,2.0241706,-2.139075756072998,10.616743087768555,-0.574659560344993,-1.0977119420886596
201472172014166755,20_147.21.7.2014R16,Ato_Nomeacao_Comissionado,nao_confirmado,"NOMEAR DOUGLAS BARROS FIGUEIREDO OLIVEIRA para exercer o Cargo em Comissao, 
Simbolo DFA-10, de Assessor Tecnico, do Centro de Atendimento Integrado a Criancas e ado-
lescentes Vitimas de Violencia Sexual, da Subsecretaria de Politicas para Crianca, da Secretaria 
de Estado da Crianca do Distrito Federal.","['201472172014166757', '201472172014166758', '201472172014166755', '201472172014166756', '201472172014166759', '201472172014166760']",8.263544,1.7011871,-1.5706487894058228,10.772270202636719,-0.42261580446778246,-0.8701115479261501
201472172014176768,20_147.21.7.2014R17,Ato_Nomeacao_Comissionado,nao_confirmado,"NOMEAR JANNAYNA MARTINS SALES para exercer o Cargo de Natureza Especial, Sim-
bolo CNE-05, de Chefe, da Unidade de Gestao de Fundos, da Secretaria de Estado da Crianca 
do Distrito Federal.","['201472172014176771', '201472172014176770', '201472172014176773', '201472172014176769', '201472172014176768', '201472172014176772']",21.094862,9.549253,-3.1291894912719727,11.807952880859375,-0.1824109964670521,-1.9534368162814393
201472172014186803,20_147.21.7.2014R18,Ato_Nomeacao_Comissionado,nao_confirmado,"NOMEAR CICERO PEREIRA LEAL para exercer o Cargo em Comissao, Simbolo DFA-14, de 
Assessor, da Coordenacao de Promocao de Investimentos Externos, da Subsecretaria de Inves-
timentos Estrategicos e Negocios Internacionais, da Secretaria de Estado de Desenvolvimento 
Economico do Distrito Federal.","['201472172014186805', '201472172014186803', '201472172014186804', '201472172014186806', '201472172014186807', '201472172014186808']",32.324463,-9.365351,-3.1578681468963623,11.267505645751953,-0.651009321560016,-0.7738741892089752
201472172014196819,20_147.21.7.2014R19,Ato_Nomeacao_Comissionado,nao_confirmado,"NOMEAR THAMIRES BELO ALVES para exercer o Cargo em Comissao, Simbolo DFA-12, 
de Assessor, da Gerencia de Suporte Tecnologico, da Diretoria de Tecnologia da Informacao, da 
Subsecretaria de Administracao Geral, da Secretaria de Estado de Desenvolvimento Economico 
do Distrito Federal.","['201472172014196821', '201472172014196822', '201472172014196824', '201472172014196819', '201472172014196820', '201472172014196823']",11.893232,1.5538268,-3.7203927040100098,10.10009479522705,-1.8896138469223456,-0.9528298129759137
201472172014206825,20_147.21.7.2014R20,Ato_Nomeacao_Comissionado,nao_confirmado,"NOMEAR GERALDO MARQUES DA COSTA, Carreira Medica (Familia e Comunidade), 
matricula 1.438.986-X, para exercer o Cargo de Natureza Especial, Simbolo CNE-06, de Diretor, 
da Diretoria do Hospital Regional de Brazlandia, da Coordenacao Geral de Saude de Brazlandia, 
da Secretaria de Atencao a Saude da Secretaria de Estado de Saude do Distrito Federal.","['201472172014206830', '201472172014206829', '201472172014206825', '201472172014206826', '201472172014206827', '201472172014206828', '201472172014206831', '201472172014206832', '201472172014206833']",5.933917,-8.172645,-0.1596130132675171,8.921883583068848,0.6837009031213811,-2.465959574764581
201472172014216844,20_147.21.7.2014R21,Ato_Nomeacao_Comissionado,nao_confirmado,"NOMEAR MARCIA REGINA MASSARI, Assistente Social, matricula 1442.239-5, para exercer 
o Cargo de Natureza Especial, Simbolo CNE-06, de Diretor, da Diretoria Regional de Atencao 
Primaria a Saude, da Coordenacao Geral de Saude de Brazlandia, da Subsecretaria de Atencao 
a Saude, da Secretaria de Estado de Saude do Distrito Federal.","['201472172014216849', '201472172014216848', '201472172014216851', '201472172014216844', '201472172014216845', '201472172014216846', '201472172014216847', '201472172014216850']",6.5087857,-9.315213,-0.43364524841308594,8.528779029846191,0.7636262553978233,-2.731194223864128
20147217201453376,20_147.21.7.2014R53,Ato_Exoneracao_Comissionado,nao_confirmado,"EXONERAR LUDIMILLA CRISTINA DE OLIVEIRA, matricula 1.658.811-8, do Cargo de 
Natureza Especial, Simbolo CNE-07, de Assessor Especial do Gabinete, da Secretaria de Estado 
de Saude do Distrito Federal.","['20147217201453379', '20147217201453382', '20147217201453376', '20147217201453377', '20147217201453378', '20147217201453383', '20147217201453132336']",25.415249,9.816828,-5.300678730010986,11.979435920715332,-0.172355528651953,-2.781519416579634
