x_tsne,y_tsne,x_umap,y_umap,cod,documento,id,anotador,tipo,conteudo
-15.4615555,-0.018388813,-13.652409,15.649316,1611321210102013,13_212.10.10.2013,R161,tatiana_franco,Ato_Nomeacao_Comissionado,"['NOMEAR MARITA PEREIRA DE SENA para exercer o Cargo em Comissao, Sim-\nbolo DFA-10, de Assessor Tecnico, da Coordenadoria das Cidades, da Casa Civil, da \nGovernadoria do Distrito Federal.']"
-15.30576,0.9964303,-13.651878,13.762527,1621321210102013,13_212.10.10.2013,R162,tatiana_franco,Ato_Nomeacao_Comissionado,"['NOMEAR SERGIO TRAJANO DA SILVA JUNIOR para exercer o Cargo em Comissao, \nSimbolo DFA-10, de Assessor Tecnico, da Gerencia de Gestao de Recursos e Regularizacao \nUrbana, da Diretoria de Orientacao Normativa, da Coordenadoria das Cidades da Casa Civil, \nda Governadoria do Distrito Federal.']"
-16.426525,-1.606797,-14.19552,16.933228,1641321210102013,13_212.10.10.2013,R164,tatiana_franco,Ato_Nomeacao_Comissionado,"['NOMEAR GABRIEL AUGUSTO MASSON DE MATOS para exercer o Cargo em Comis-\nsao, Simbolo DFA-11, de Assessor, da Assessoria do Gabinete, da Administracao Regional da \nCeilandia, da Coordenadoria das Cidades, da Casa Civil, da Governadoria do Distrito Federal.']"
-15.34117,-1.3244224,-12.957385,17.158642,1651321210102013,13_212.10.10.2013,R165,tatiana_franco,Ato_Nomeacao_Comissionado,"['NOMEAR CLERISTON MARTINS PEREIRA para exercer o Cargo em Comissao, Simbolo \nDFA-05, de Assistente, da Gerencia de Cultura, da Diretoria Social, da Administracao Regional \nda Ceilandia, da Coordenadoria das Cidades, da Casa Civil, da Governadoria do Distrito Federal.']"
-18.93443,-0.464601,-17.205915,18.600618,1661321210102013,13_212.10.10.2013,R166,tatiana_franco,Ato_Nomeacao_Comissionado,"['NOMEAR LUIS CLAUDIO PEREIRA DA SILVA para exercer o Cargo em Comissao, \nSimbolo DFG-05, de Encarregado, da Assessoria, do Gabinete, da Administracao Regional \ndo Setor de Industria e Abastecimento, da Coordenadoria das Cidades, da Casa Civil, da \nGovernadoria do Distrito Federal.']"
-14.741028,3.2492948,-5.05172,15.503024,751321210102013,13_212.10.10.2013,R75,matheus_stauffer,Ato_Exoneracao_Comissionado,"['EXONERAR, por estar sendo nomeada para outro cargo, MARIA ZENILDA ALENCAR \nSOUZA do Cargo em Comissao, Simbolo DFA-14, de Assessor, da Diretoria de Atendimento \nMacro - Regiao Oeste, da Assessoria de Atendimento, da Governadoria do Distrito Federal.']"
-15.565881,3.820439,-4.541589,16.42247,761321210102013,13_212.10.10.2013,R76,matheus_stauffer,Ato_Exoneracao_Comissionado,"['EXONERAR, por estar sendo nomeada para outro cargo, DANIELLA KELLY BEZERRA do \nCargo em Comissao, Simbolo DFA-14, de Assessor, da Assessoria Especial, da Secretaria de \nEstado Extraordinaria da Copa 2014, da Governadoria do Distrito Federal.']"
-16.46469,-1.7360198,-14.107348,17.512686,771321210102013,13_212.10.10.2013,R77,matheus_stauffer,Ato_Exoneracao_Comissionado,"['EXONERAR, a pedido, LUDIMILA GONCALVES DA CRUZ do Cargo em Comissao, Simbolo \nDFA-11, de Assessor, da Assessoria do Gabinete, da Administracao Regional da Ceilandia, da \nCoordenadoria das Cidades, da Casa Civil, da Governadoria do Distrito Federal, a contar de 07 \nde outubro de 2013.']"
-3.8490443,11.970054,-13.462674,2.832241,11321210102013,13_212.10.10.2013,R1,renato_nobre,Ato_Tornado_Sem_Efeito_Exo_Nom,"['TORNAR SEM EFEITO no Decreto de 07 de outubro de 2013, publicado no DODF no 210, de \n08 de outubro de 2013, pagina 14, o ato que nomeou SILVIA CERQUEIRA BAPTISTA para \nexercer o Cargo em Comissao, Simbolo DFA-14, de Assessor, do Gabinete, da Secretaria de \nEstado de Governo do Distrito Federal.']"
-3.8682735,9.466271,-10.955086,2.6894083,21321210102013,13_212.10.10.2013,R2,renato_nobre,Ato_Tornado_Sem_Efeito_Exo_Nom,"['TORNAR SEM EFEITO no Decreto de 04 de outubro de 2013, publicado no DODF no 209, de \n07 de outubro de 2013, pagina 27, o ato que nomeou MONICA MARIA SILVA DE SOUZA para \nexercer o Cargo em Comissao, Simbolo DFA-12, de Assessor, da Assessoria, da Coordenadoria \nde Relacoes Institucionais, da Secretaria de Estado de Governo do Distrito Federal.']"
-5.2894683,10.950142,-12.082055,4.285747,31321210102013,13_212.10.10.2013,R3,renato_nobre,Ato_Tornado_Sem_Efeito_Exo_Nom,"['TORNAR SEM EFEITO no Decreto de 04 de outubro de 2013, publicado no DODF no 209, de \n07 de outubro de 2013, pagina 27, o ato que exonerou, por ter sido nomeada para outro cargo, \nSILVIA CERQUEIRA BAPTISTA do Cargo em Comissao, Simbolo DFA-12, de Assessor, da \nAssessoria, da Coordenadoria de Relacoes Institucionais, da Secretaria de Estado de Governo \ndo Distrito Federal.']"
-1.3302224,9.490132,-10.669391,0.18385848,41321210102013,13_212.10.10.2013,R4,renato_nobre,Ato_Tornado_Sem_Efeito_Exo_Nom,"['TORNAR SEM EFEITO no Decreto de 04 de outubro de 2013, publicado no DODF no 209, de \n07 de outubro de 2013, pagina 27, o ato que nomeou WESLEY OLIVEIRA NASCIMENTO \npara exercer o Cargo em Comissao, Simbolo DFA-14, de Assessor, da Subsecretaria de Politicas \ne Promocoes Culturais, da Secretaria de Estado de Cultura do Distrito Federal.']"
-3.6243825,11.678067,-13.150925,2.4595056,91321210102013,13_212.10.10.2013,R9,renato_nobre,Ato_Tornado_Sem_Efeito_Exo_Nom,"['TORNAR SEM EFEITO no Decreto de 07 de outubro de 2013, publicado no DODF no 210, de \n08 de outubro de 2013, pagina 14, o ato que nomeou SILVIA CERQUEIRA BAPTISTA para \nexercer o Cargo em Comissao, Simbolo DFA-14, de Assessor, do Gabinete, da Secretaria de \nEstado de Governo do Distrito Federal.']"
-4.055322,9.283924,-10.52665,2.7109182,101321210102013,13_212.10.10.2013,R10,renato_nobre,Ato_Tornado_Sem_Efeito_Exo_Nom,"['TORNAR SEM EFEITO no Decreto de 04 de outubro de 2013, publicado no DODF no 209, de \n07 de outubro de 2013, pagina 27, o ato que nomeou MONICA MARIA SILVA DE SOUZA para \nexercer o Cargo em Comissao, Simbolo DFA-12, de Assessor, da Assessoria, da Coordenadoria \nde Relacoes Institucionais, da Secretaria de Estado de Governo do Distrito Federal.']"
-5.331515,10.687886,-12.164476,3.9204385,111321210102013,13_212.10.10.2013,R11,renato_nobre,Ato_Tornado_Sem_Efeito_Exo_Nom,"['TORNAR SEM EFEITO no Decreto de 04 de outubro de 2013, publicado no DODF no 209, de \n07 de outubro de 2013, pagina 27, o ato que exonerou, por ter sido nomeada para outro cargo, \nSILVIA CERQUEIRA BAPTISTA do Cargo em Comissao, Simbolo DFA-12, de Assessor, da \nAssessoria, da Coordenadoria de Relacoes Institucionais, da Secretaria de Estado de Governo \ndo Distrito Federal.']"
-1.3258028,9.488958,-10.769724,-0.107269995,121321210102013,13_212.10.10.2013,R12,renato_nobre,Ato_Tornado_Sem_Efeito_Exo_Nom,"['TORNAR SEM EFEITO no Decreto de 04 de outubro de 2013, publicado no DODF no 209, de \n07 de outubro de 2013, pagina 27, o ato que nomeou WESLEY OLIVEIRA NASCIMENTO \npara exercer o Cargo em Comissao, Simbolo DFA-14, de Assessor, da Subsecretaria de Politicas \ne Promocoes Culturais, da Secretaria de Estado de Cultura do Distrito Federal.']"
-3.6243825,11.678067,-13.170409,2.444604,171321210102013,13_212.10.10.2013,R17,renato_nobre,Ato_Tornado_Sem_Efeito_Exo_Nom,"['TORNAR SEM EFEITO no Decreto de 07 de outubro de 2013, publicado no DODF no 210, de \n08 de outubro de 2013, pagina 14, o ato que nomeou SILVIA CERQUEIRA BAPTISTA para \nexercer o Cargo em Comissao, Simbolo DFA-14, de Assessor, do Gabinete, da Secretaria de \nEstado de Governo do Distrito Federal.']"
-3.8626142,9.458914,-10.848633,2.5559318,181321210102013,13_212.10.10.2013,R18,renato_nobre,Ato_Tornado_Sem_Efeito_Exo_Nom,"['TORNAR SEM EFEITO no Decreto de 04 de outubro de 2013, publicado no DODF no 209, de \n07 de outubro de 2013, pagina 27, o ato que nomeou MONICA MARIA SILVA DE SOUZA para \nexercer o Cargo em Comissao, Simbolo DFA-12, de Assessor, da Assessoria, da Coordenadoria \nde Relacoes Institucionais, da Secretaria de Estado de Governo do Distrito Federal.']"
-5.061954,10.813345,-12.499371,4.26549,191321210102013,13_212.10.10.2013,R19,renato_nobre,Ato_Tornado_Sem_Efeito_Exo_Nom,"['TORNAR SEM EFEITO no Decreto de 04 de outubro de 2013, publicado no DODF no 209, de \n07 de outubro de 2013, pagina 27, o ato que exonerou, por ter sido nomeada para outro cargo, \nSILVIA CERQUEIRA BAPTISTA do Cargo em Comissao, Simbolo DFA-12, de Assessor, da \nAssessoria, da Coordenadoria de Relacoes Institucionais, da Secretaria de Estado de Governo \ndo Distrito Federal.']"
-1.3265951,9.488909,-10.66251,0.18324125,201321210102013,13_212.10.10.2013,R20,renato_nobre,Ato_Tornado_Sem_Efeito_Exo_Nom,"['TORNAR SEM EFEITO no Decreto de 04 de outubro de 2013, publicado no DODF no 209, de \n07 de outubro de 2013, pagina 27, o ato que nomeou WESLEY OLIVEIRA NASCIMENTO \npara exercer o Cargo em Comissao, Simbolo DFA-14, de Assessor, da Subsecretaria de Politicas \ne Promocoes Culturais, da Secretaria de Estado de Cultura do Distrito Federal.']"
-3.846359,11.968916,-13.61767,2.6307204,251321210102013,13_212.10.10.2013,R25,renato_nobre,Ato_Tornado_Sem_Efeito_Exo_Nom,"['TORNAR SEM EFEITO no Decreto de 07 de outubro de 2013, publicado no DODF no 210, de \n08 de outubro de 2013, pagina 14, o ato que nomeou SILVIA CERQUEIRA BAPTISTA para \nexercer o Cargo em Comissao, Simbolo DFA-14, de Assessor, do Gabinete, da Secretaria de \nEstado de Governo do Distrito Federal.']"
-4.0622306,9.291198,-10.7431555,2.9963734,261321210102013,13_212.10.10.2013,R26,renato_nobre,Ato_Tornado_Sem_Efeito_Exo_Nom,"['TORNAR SEM EFEITO no Decreto de 04 de outubro de 2013, publicado no DODF no 209, de \n07 de outubro de 2013, pagina 27, o ato que nomeou MONICA MARIA SILVA DE SOUZA para \nexercer o Cargo em Comissao, Simbolo DFA-12, de Assessor, da Assessoria, da Coordenadoria \nde Relacoes Institucionais, da Secretaria de Estado de Governo do Distrito Federal.']"
-5.0630302,10.810237,-12.375498,3.9353976,271321210102013,13_212.10.10.2013,R27,renato_nobre,Ato_Tornado_Sem_Efeito_Exo_Nom,"['TORNAR SEM EFEITO no Decreto de 04 de outubro de 2013, publicado no DODF no 209, de \n07 de outubro de 2013, pagina 27, o ato que exonerou, por ter sido nomeada para outro cargo, \nSILVIA CERQUEIRA BAPTISTA do Cargo em Comissao, Simbolo DFA-12, de Assessor, da \nAssessoria, da Coordenadoria de Relacoes Institucionais, da Secretaria de Estado de Governo \ndo Distrito Federal.']"
-1.3241385,9.489008,-10.714085,-0.122148104,281321210102013,13_212.10.10.2013,R28,renato_nobre,Ato_Tornado_Sem_Efeito_Exo_Nom,"['TORNAR SEM EFEITO no Decreto de 04 de outubro de 2013, publicado no DODF no 209, de \n07 de outubro de 2013, pagina 27, o ato que nomeou WESLEY OLIVEIRA NASCIMENTO \npara exercer o Cargo em Comissao, Simbolo DFA-14, de Assessor, da Subsecretaria de Politicas \ne Promocoes Culturais, da Secretaria de Estado de Cultura do Distrito Federal.']"
-11.364591,-5.746349,-7.86373,17.778688,831321210102013,13_212.10.10.2013,R83,matheus_stauffer,Ato_Exoneracao_Comissionado,"['EXONERAR MARIA DE FATIMA AMORIM ALMEIDA BALDEZ do Cargo em Comissao, \nSimbolo DFG-12, de Chefe, do Nucleo de Protocolo, da Gerencia de Administracao, da Diretoria \nde Administracao Geral, da Administracao Regional de Aguas Claras, da Coordenadoria das \nCidades, da Casa Civil, da Governadoria do Distrito Federal.']"
4.9275923,-5.6287875,9.804777,-5.426603,841321210102013,13_212.10.10.2013,R84,matheus_stauffer,Ato_Exoneracao_Comissionado,[]
-28.145807,2.141646,-4.432925,28.50583,1701321210102013,13_212.10.10.2013,R170,tatiana_franco,Ato_Nomeacao_Comissionado,"['NOMEAR o MAJ QOPM WAGNER FREITAS DA SILVA E SILVA, matricula 50.473-4, para \nexercer o Cargo de Gerente, da Gerencia de Seguranca Pessoal, da Diretoria de Seguranca \nPessoal, da Subsecretaria de Operacoes de Seguranca, da Casa Militar do Distrito Federal, bem \ncomo conceder o pagamento da Gratificacao Militar de Seguranca Institucional, GMSI-4, nos \ntermos do Artigo 1o,  1o, da Lei no 5.007, de 21 de dezembro de 2012.']"
-28.281958,2.8269851,-3.230575,29.27627,1711321210102013,13_212.10.10.2013,R171,tatiana_franco,Ato_Nomeacao_Comissionado,"['NOMEAR o 3o SGT QPPMC ALEXANDRE DE OLIVEIRA EDUARDO, matricula 19.725-4, \npara exercer o Cargo de Assessor Tecnico, da Diretoria de Seguranca Pessoal, da Subsecretaria de \nOperacoes de Seguranca, da Casa Militar do Distrito Federal, bem como conceder o pagamento \nda Gratificacao Militar de Seguranca Institucional, GMSI-1, nos termos do Artigo 1o,  1o, da \nLei no 5.007, de 21 de dezembro de 2012.']"
-12.09255,1.5083059,-7.223387,11.422305,1761321210102013,13_212.10.10.2013,R176,tatiana_franco,Ato_Nomeacao_Comissionado,"['NOMEAR JESSICA DE PAULA PORTES para exercer o Cargo em Comissao, Simbolo DFA-\n14, de Assessor, da Subsecretaria de Relacao Institucional, da Secretaria de Estado de Cultura \ndo Distrito Federal.']"
-1.5691862,8.403901,-9.490064,0.1460076,1771321210102013,13_212.10.10.2013,R177,tatiana_franco,Ato_Nomeacao_Comissionado,"['NOMEAR VALTER LUIS NERES VASCONCELOS para exercer o Cargo em Comissao, Sim-\nbolo DFA-14, de Assessor, da Subsecretaria de Politicas e Promocoes Culturais, da Secretaria \nde Estado de Cultura do Distrito Federal.']"
-18.011799,9.880456,0.6347564,14.362829,1781321210102013,13_212.10.10.2013,R178,tatiana_franco,Ato_Nomeacao_Comissionado,"['NOMEAR MARIA ALVES DE SOUZA MITO, matricula 30.577-4, para exercer o Cargo em \nComissao, Simbolo DFG-14, de Gerente, da Gerencia de Contratacoes de Tecnologia da Informa-\ncao, da Coordenacao de Projetos, da Subsecretaria de Tecnologia da Informacao e Comunicacao, \nda Secretaria de Estado de Fazenda do Distrito Federal.']"
-17.054388,0.64353377,-16.428473,15.939745,1671321210102013,13_212.10.10.2013,R167,tatiana_franco,Ato_Nomeacao_Comissionado,"['NOMEAR SCARLLET LARISSA DALLPOSSO NASCIMENTO para exercer o Cargo \nem Comissao, Simbolo DFA-06, de Secretario Administrativo, do Gabinete, da Adminis-\ntracao Regional do Nucleo Bandeirante, da Coordenadoria das Cidades, da Casa Civil, da \nGovernadoria do Distrito Federal.']"
-11.446722,-5.746339,-7.90328,17.62233,1681321210102013,13_212.10.10.2013,R168,tatiana_franco,Ato_Nomeacao_Comissionado,"['NOMEAR GILMARA XAVIER DUARTE DA SILVA para exercer o Cargo em Comissao, \nSimbolo DFG-12, de Chefe, do Nucleo de Protocolo, da Gerencia de Administracao, da Diretoria \nde Administracao Geral, da Administracao Regional de Aguas Claras, da Coordenadoria das \nCidades, da Casa Civil, da Governadoria do Distrito Federal.']"
-11.620019,-0.76196384,-11.665312,13.376994,1691321210102013,13_212.10.10.2013,R169,tatiana_franco,Ato_Nomeacao_Comissionado,"['NOMEAR LAZARO DE JESUS SANTOS CASTRO, matricula 1.651.511-0, Gerente, da \nGerencia de Desenvolvimento, Apoio Rural e Meio Ambiente, da Diretoria de Desenvol-\nvimento Economico, para ter exercicio, interinamente, no Cargo de Natureza Especial, \nSimbolo CNE-06, de Chefe de Gabinete, da Administracao Regional do Riacho Fundo II, \nda Coordenadoria das Cidades, da Casa Civil, da Governadoria do Distrito Federal, sem \nacumular vencimento.']"
-9.9841,8.324891,-2.577687,4.9746156,1721321210102013,13_212.10.10.2013,R172,tatiana_franco,Ato_Nomeacao_Comissionado,"['NOMEAR HELENA FARIAS DE SOUSA para exercer o Cargo de Natureza Especial, Simbolo \nCNE-07, de Assessor Especial, da Assessoria Especial, da Vice-Governadoria do Distrito Federal.']"
-9.9813,8.346687,-2.5769126,4.927415,1731321210102013,13_212.10.10.2013,R173,tatiana_franco,Ato_Nomeacao_Comissionado,"['NOMEAR ELIZABETE GUILHERME RAIMUNDO para exercer o Cargo de Natureza Es-\npecial, Simbolo CNE-07, de Assessor Especial, da Assessoria Especial, da Vice-Governadoria \ndo Distrito Federal.']"
-4.934385,12.504406,-14.056576,3.8064122,1741321210102013,13_212.10.10.2013,R174,tatiana_franco,Ato_Nomeacao_Comissionado,"['NOMEAR SILVIA CERQUEIRA BAPTISTA para exercer o Cargo em Comissao, Simbolo \nDFA-14, de Assessor, do Gabinete, da Secretaria de Estado de Governo do Distrito Federal.']"
-4.987607,8.801485,-9.963581,3.594257,1751321210102013,13_212.10.10.2013,R175,tatiana_franco,Ato_Nomeacao_Comissionado,"['NOMEAR MONICA MARIA SILVA DE SOUZA para exercer o Cargo em Comissao, Simbolo \nDFA-12, de Assessor, da Assessoria, da Coordenadoria de Relacoes Institucionais, da Secretaria \nde Estado de Governo do Distrito Federal.']"
-0.20427437,6.053004,-7.155605,1.9615939,51321210102013,13_212.10.10.2013,R5,renato_nobre,Ato_Tornado_Sem_Efeito_Exo_Nom,"['TORNAR SEM EFEITO no Decreto de 16 de agosto de 2013, publicado no DODF no 171, de \n19 de agosto de 2013, pagina 32, ato que exonerou por estar sendo nomeado para outro cargo \nLUCIANO SALES OLIVEIRA do Cargo de Natureza Especial, Simbolo CNE-07, de Assessor \nEspecial, da Subsecretaria de Regularizacao, da Secretaria de Estado de Habitacao, Regularizacao \ne Desenvolvimento Urbano do Distrito Federal.']"
2.7107673,5.115502,-7.835128,-3.3027768,61321210102013,13_212.10.10.2013,R6,renato_nobre,Ato_Tornado_Sem_Efeito_Exo_Nom,"['TORNAR SEM EFEITO no Decreto de 16 de agosto de 2013, publicado no DODF no 171, de \n19 de agosto de 2013, pagina 32, ato que nomeou LUCIANO SALES OLIVEIRA para exercer \no Cargo de Diretor, da Diretoria de Regularizacao de Interesse Social, da Companhia de Desen-\nvolvimento Habitacional de Brasilia - CODHAB.']"
-0.20329376,6.0455494,-6.985181,2.0801244,131321210102013,13_212.10.10.2013,R13,renato_nobre,Ato_Tornado_Sem_Efeito_Exo_Nom,"['TORNAR SEM EFEITO no Decreto de 16 de agosto de 2013, publicado no DODF no 171, de \n19 de agosto de 2013, pagina 32, ato que exonerou por estar sendo nomeado para outro cargo \nLUCIANO SALES OLIVEIRA do Cargo de Natureza Especial, Simbolo CNE-07, de Assessor \nEspecial, da Subsecretaria de Regularizacao, da Secretaria de Estado de Habitacao, Regularizacao \ne Desenvolvimento Urbano do Distrito Federal.']"
2.714522,5.1167316,-7.834331,-3.001359,141321210102013,13_212.10.10.2013,R14,renato_nobre,Ato_Tornado_Sem_Efeito_Exo_Nom,"['TORNAR SEM EFEITO no Decreto de 16 de agosto de 2013, publicado no DODF no 171, de \n19 de agosto de 2013, pagina 32, ato que nomeou LUCIANO SALES OLIVEIRA para exercer \no Cargo de Diretor, da Diretoria de Regularizacao de Interesse Social, da Companhia de Desen-\nvolvimento Habitacional de Brasilia - CODHAB.']"
-0.20427433,6.053004,-7.0153623,1.7562245,211321210102013,13_212.10.10.2013,R21,renato_nobre,Ato_Tornado_Sem_Efeito_Exo_Nom,"['TORNAR SEM EFEITO no Decreto de 16 de agosto de 2013, publicado no DODF no 171, de \n19 de agosto de 2013, pagina 32, ato que exonerou por estar sendo nomeado para outro cargo \nLUCIANO SALES OLIVEIRA do Cargo de Natureza Especial, Simbolo CNE-07, de Assessor \nEspecial, da Subsecretaria de Regularizacao, da Secretaria de Estado de Habitacao, Regularizacao \ne Desenvolvimento Urbano do Distrito Federal.']"
2.7108533,5.115419,-7.577565,-3.1747303,221321210102013,13_212.10.10.2013,R22,renato_nobre,Ato_Tornado_Sem_Efeito_Exo_Nom,"['TORNAR SEM EFEITO no Decreto de 16 de agosto de 2013, publicado no DODF no 171, de \n19 de agosto de 2013, pagina 32, ato que nomeou LUCIANO SALES OLIVEIRA para exercer \no Cargo de Diretor, da Diretoria de Regularizacao de Interesse Social, da Companhia de Desen-\nvolvimento Habitacional de Brasilia - CODHAB.']"
-0.20142686,6.0536795,-6.864304,1.8109089,291321210102013,13_212.10.10.2013,R29,renato_nobre,Ato_Tornado_Sem_Efeito_Exo_Nom,"['TORNAR SEM EFEITO no Decreto de 16 de agosto de 2013, publicado no DODF no 171, de \n19 de agosto de 2013, pagina 32, ato que exonerou por estar sendo nomeado para outro cargo \nLUCIANO SALES OLIVEIRA do Cargo de Natureza Especial, Simbolo CNE-07, de Assessor \nEspecial, da Subsecretaria de Regularizacao, da Secretaria de Estado de Habitacao, Regularizacao \ne Desenvolvimento Urbano do Distrito Federal.']"
2.7107673,5.115502,-7.835128,-3.3027768,301321210102013,13_212.10.10.2013,R30,renato_nobre,Ato_Tornado_Sem_Efeito_Exo_Nom,"['TORNAR SEM EFEITO no Decreto de 16 de agosto de 2013, publicado no DODF no 171, de \n19 de agosto de 2013, pagina 32, ato que nomeou LUCIANO SALES OLIVEIRA para exercer \no Cargo de Diretor, da Diretoria de Regularizacao de Interesse Social, da Companhia de Desen-\nvolvimento Habitacional de Brasilia - CODHAB.']"
-25.729,-5.0641737,6.8051157,15.954515,881321210102013,13_212.10.10.2013,R88,matheus_stauffer,Ato_Exoneracao_Comissionado,"['EXONERAR NUBIA PEREIRA CAETANO do Cargo em Comissao, Simbolo DFG-10, de \nSupervisor de Orgao, da Gerencia da Unidade - Gama, da Diretoria de Qualidade do Atendi-\nmento, da Subsecretaria de Modernizacao do Atendimento Imediato ao Cidadao - NA HORA, \nda Secretaria de Estado de Justica, Direitos Humanos e Cidadania do Distrito Federal.']"
-23.70091,-2.8722217,4.084243,18.159111,891321210102013,13_212.10.10.2013,R89,matheus_stauffer,Ato_Exoneracao_Comissionado,"['EXONERAR TONY CARLOS DE AZEVEDO AMANCIO do Cargo em Comissao, Simbolo \nDFA-05, de Assessor Tecnico, da Coordenacao de Politicas Sociais, da Subsecretaria de Promo-\ncao dos Direitos Humanos, da Secretaria de Estado de Justica, Direitos Humanos e Cidadania \ndo Distrito Federal.']"
-23.512783,-4.1583705,5.299143,17.58758,901321210102013,13_212.10.10.2013,R90,matheus_stauffer,Ato_Exoneracao_Comissionado,"['EXONERAR, a pedido, JOAO BENEDITO SANTAREM DE BRITO do Cargo em Comissao, \nSimbolo DFG-14, de Gerente, da Gerencia de Atendimento, da Coordenacao Extraordinaria de \nAtencao ao Cidadao, da Subsecretaria de Promocao dos Direitos Humanos, da Secretaria de \nEstado de Justica, Direitos Humanos e Cidadania do Distrito Federal.']"
